name,id
Stormcaller,11393
Flawed Jade,3902
Inquisition,4453
Cloth Dress,14085
Cleaveguard,11409
Fury's Call,11710
Sporereaver,7984
Silver Hook,554
Hellsmasher,11413
Large Perch,1415
Unholy Life,13103
Keepbreaker,11414
Storm Smite,13101
Deep Hatred,9735
Profane Ore,3456
Earthshaker,14315
Emberstrike,4495
Cut Emerald,555
Stormripper,7985
Eager Steel,14314
Jade Collar,2326
Diamondhead,8207
Dreamseeker,8140
Frozen Mire,11812
Thunderclap,7988
Mary's Pain,25333
Prime Steak,3396
Toy Grenade,2823
Debug Imbue,2850
Carrot Soup,1392
Ritual Mask,2443
Fallen Star,11433
Oak Armoire,1959
Small Perch,380
Iced Slicer,11436
The Griller,8098
Iron Hinges,3748
Flamebreath,8283
Oak Cabinet,1814
Bard's Tale,12290
Broken Mast,11448
Deadfingers,8654
Stone Cairn,40
Aged Tannin,977
Arcane Jolt,7961
Forest Fire,8288
Oak Dresser,1958
Whisperwood,1587
Large Squid,197
Jewelry Box,2468
Stone Brick,1143
Ashen Curse,8261
Linen Dress,13894
Stone Block,538
Wild Blight,8694
Fish's Bane,10446
Citrus Tart,2358
Winter Star,11894
Putrid Bark,2327
Boar Sample,3408
Brown Tonic,19251
Talisman 10,3513
Cheese Bait,924
Cut Diamond,474
Rabbit Stew,1253
Linen Shoes,13892
Null Energy,11479
Ursine Will,10036
Curseweaver,8685
Wooden Coin,29162
Linen Pants,13891
Ursus' Claw,25070
Frozen Life,14296
Large Trout,21
Boneharvest,11487
Grovewarden,7884
Shiny Fleam,2447
Worn Locket,28270
Drop of Sap,103
Linen Shirt,13889
Malefaction,7999
Silk Gloves,10540
Dragonglory,28238
Night Feast,11489
War Earring,10688
Avocado Dye,1885
Fleshneedle,11624
Ghostkeeper,9898
Enchantress,13008
Swiftscurvy,24498
Ancient Rib,3400
Blightprick,8491
Antique Bow,25077
The Obelisk,10323
Ancient Key,28310
Soulstriker,11492
Broken Mail,3378
Great Decay,8657
Faith Stone,17099
Burlap Sack,183
Exotic Hide,28157
Crimson Vow,4940
Medicus Orb,3315
Glowing Sap,2230
Snail Slime,1306
Briar Charm,9885
Vinesnapper,7922
Ash Armoire,243
Iron Musket,13823
Legion Tool,28151
Prime Cheek,3374
Sinewslicer,11712
Iridescence,9039
Maple Stain,129
Cut Citrine,3891
Dreadweaver,12198
Raider Helm,4073
Ash Dresser,344
Iron Rapier,13817
Altar Shard,28350
Lightkiller,8679
Fruit Salad,402
Frozen Fang,194
Nothingness,4377
Resin Chunk,829
Bonecrusher,14312
Infused Orb,15368
Forced Heir,8147
Hand Kanone,8083
Soul Candle,3106
Inner Peace,8851
Flint Spall,2930
Frigid Fang,875
Poppy Seeds,37937
Antique Map,2446
Fanged Ring,10319
Smolderhide,1629
Animal Claw,456
Small Squid,669
Winter Wish,8868
Virid Resin,2919
Woodswarden,8871
Flint Arrow,1418
Avalon Lily,28356
Wicked Wish,8476
Canteen Set,78
Serendipity,9506
Morning Dew,12189
Hawk's Seal,28351
Sacred Text,2748
Flawed Ruby,1595
Jagged Horn,654
Wicked Fury,8647
Holy Blazer,13718
Greenkeeper,7882
Flawed Opal,1594
Flawed Onyx,1650
Frost's Nip,8067
Ember Stone,1436
Truth Serum,2415
Nightweaver,8231
Steel Ingot,41
Hunger Pain,13628
Bush Sample,3439
Ebony Scale,3384
Lazarus Bow,8890
Ruby Gypsum,4088
Fleshbinder,14295
Maudlindust,14700
Obelisk Key,18577
Azoth Staff,14596
Flint Spear,14488
Thorny Vine,465
Queensguard,8525
Spirithound,7910
Best Friend,9881
Hearty Meal,83
Dying Light,14292
Sateen Robe,12545
Fishnet Rug,593
Ancient Orb,2909
Renaissance,4512
Dark Deceit,14371
Willbreaker,14370
Final Waltz,7877
Oyster Bait,486
Clear Glass,28928
Graverobber,8214
Ever Giving,8625
Abaia Serpe,1124
Animal Horn,1185
Ash Cabinet,1125
The Lookout,4508
Medium Bass,1380
Loaded Dice,1542
Storm's End,8463
Frigid Gale,14192
Flare Spark,11849
Bonechopper,8192
Unsung Hero,11256
Old Memento,2794
Sunny Drape,260
Singed Pike,14356
Anchor Mate,11261
Shiny Spear,14355
Astra Tonic,19249
Chaos Spear,8571
Small Trout,1109
Heartseeker,8154
Lost Morals,13599
Cauliflower,424
Fancy Shell,152
Best Wishes,4509
Fifth Floor,8116
Final Light,11269
Medium Hake,1680
Golden Pelt,28135
Wavepiercer,8552
Eternal Ice,1447
Bulletstorm,8006
Infused Fur,1626
Red Pigment,1445
Jerked Fish,2898
Juniper Dye,2027
Stolen Purse,2995
Gilded Greed,8483
Zealous Rage,11495
Singed Flesh,8304
Eye of Horus,28315
Shellbed Cap,132
Arcane Sight,8124
Teardrop Gem,18521
Winter Token,37684
Fungal Slime,1129
Dark Drifter,11499
Gold Setting,2029
Armor Shards,2304
Lightcrusher,11500
Frosted Tips,8643
The Gardener,8121
Armor Scraps,233
French Toast,1715
Ancient Seal,28311
Grassy Drape,723
Raider Boots,4077
Vast Anguish,11506
Sinful Glare,8873
Umbral Shard,15121
Flawed Topaz,1591
Sateen Dress,12553
Flawed Pearl,1815
Gunsmoke Dye,1898
"""Dragon"" Egg",28374
Bloodpiercer,8128
Map Fragment,3366
Hanging Sack,2220
Broken Blade,28921
Sateen Shoes,12550
Sateen Pants,12548
Flawed Amber,1649
Wooden Flute,14486
Thorpe's Key,18579
Dryad's Tear,2495
Chitin Plate,28918
Tainted Grip,14369
Starless Sky,8710
Bloody Heart,2427
Queen Killer,11820
Sateen Shirt,12544
Firefly Bait,1231
Nightwatcher,14363
Strange Vial,28297
Charged Sand,3493
Fire Essence,309
Simple Drums,18597
Tidal Reaver,11828
Sunrise Kiss,8900
Dryad Fibers,3024
In the Quiet,8630
Lion's Heart,28375
Hunk of Meat,3038
Teak Dresser,1966
Infused Claw,899
The Familiar,7916
Crystal Floe,8642
Musket Parts,3433
Infused Fang,74
Toothed Grin,9880
Aqua Bittern,28305
The Way Home,7918
Fiery Rapier,14333
Hopelessness,8512
Infused Silk,1040
Crane's Seal,28352
Eternal Rest,8020
Iced Crusher,14321
Lazarus Core,3543
Small Salmon,681
Silent Grief,8703
Reaper Resin,3954
Iron Wok Set,1973
Fatty Haunch,3066
Jade Dresser,2262
Raider's Hat,8930
Broken Glass,14313
Fates Design,8143
Target Dummy,602
Topaz Gypsum,4091
Pearl Amulet,12487
Fay's Briars,2990
Weak Solvent,128
Corduroy Dye,1875
Murky Waters,8701
Verbena Leaf,306
Blue Pigment,1441
Steel Musket,12466
Verbena Stem,682
Obelisk Dust,3037
Large Madtom,1070
Premium hide,3228
Prayer Chest,2692
Large Salmon,1561
Meteor Trail,4369
Bezoar Stone,2695
Imbued Resin,2478
Sharp Canine,28365
Ancient Root,24410
Steel Rapier,12460
Duskfall Dye,3072
Golden Inlay,28144
Life Essence,944
Herb Satchel,2431
Eddie's Coat,25342
Light Ration,50
Rulav's Bite,24525
Dark Mending,14291
Genesis Core,3542
Fish's Fiend,12453
Flamebraiser,14289
Folly of Man,8023
Skeleton Key,28145
Death's Grip,8640
Loyalty Band,24533
Premium Hide,2408
Deadly Reach,24641
Storming Sea,24643
Wishful Wail,7929
Pirate Booty,3321
Chitin Parts,28917
Dreamcrusher,8427
Ash Full Bed,35
Night Terror,9839
Port of Call,14269
Void Needler,9878
Prize Squash,3075
Howling Wind,14264
Dragonsblood,14263
Vicious Host,9877
Brittle Fury,14259
Hair Trigger,3426
Gravescraper,7881
Dirty Dishes,1144
Healthy Corn,2987
Massive Fang,2708
Detritus Dye,2050
Wild Justice,8064
The Fragment,8638
Queen's Shot,8048
Spring Scale,2484
Demon's Bane,8426
Cave Crawler,9035
Veil Leather,2474
Fiery Sludge,37938
Prayer Beads,3316
Burning Rage,8420
Dark Tan Dye,1940
Cyan Pigment,1498
Cruel Musket,14223
Small Madtom,1032
Void Essence,1437
Void Pitcher,48
Subservience,14201
Western Wind,8182
Hellsplitter,8580
Keepsake Key,28357
Cut Sapphire,466
Tour de Pain,8547
Rigor Mortis,8635
Amaranth Dye,1881
Shard of One,8636
Orion's Road,8235
Violent Gale,11686
Shaded Agent,3559
Lapis Lazuli,2901
Burial Spear,11816
Medium Perch,1065
Shatterspike,8240
Crimson King,12347
Medium Squid,478
Lost Sceptor,2890
Medium Trout,257
Hooked Squid,2888
Miner's Pick,28358
Bulrush Head,2939
Dark Tidings,14187
Blisterweave,1549
Tuning Stone,2729
Greenswarden,9209
Tactical Map,2730
Beam Eternal,11698
Watchful Eye,9259
Animal Blood,37924
Battle Plans,2872
Sorrow's Cry,8171
Aura Crystal,12335
Secret Cache,2864
Weak Incense,483
Premium Meat,2481
Glass Musket,25092
Cloth Bonnet,14081
Storage Cage,1756
Water Sample,3430
Turkey Chick,3481
Cooked Melon,2853
Nabi's Notes,28364
Blight Seeds,2053
Creamed Corn,897
Oak Full Bed,736
Cinnamon Dye,1861
Wyrdwood Bow,10458
Baneseed Oil,3181
Linen Bonnet,13893
Umbral Cloth,3127
Linen Gloves,13890
Silver Ingot,1001
Old Hardtack,870
Disease Cure,2845
Sticky Vines,2305
Secret Asset,3411
Ancient Vase,28242
Sulfur Chunk,28949
Outpost Ring,10692
Heretic Helm,11151
Blessed Helm,11166
Focus Relics,2953
Ruby Recurve,8167
Caustic Flux,3187
Drink Carafe,3534
Gravebreaker,11227
Iron Hatchet,13818
Troublemaker,9293
Muffled Wail,11231
Graiths Maul,4511
Dusty Bottle,28275
Molten Metal,7967
Shatterslash,9490
Sacred Water,2747
Siren's Call,9497
Fleshsticker,13727
Supply Cache,2749
Maker's Mark,4457
Red Clay Pot,1971
Clam Chowder,369
Lonely Soles,13630
Bad Medicine,13626
The Deckhand,13625
Bloodspiller,11243
Trophy Teeth,3479
Iron Plating,2955
Endless Void,11248
Widow's Kiss,8183
Magnum Totem,13621
Sunderstrike,10317
Searing Pain,13618
Ancient Wood,3135
Cut Amethyst,549
Tomb Trinket,28158
Sea Clam Dye,1949
Healing Drop,2832
Pastry Crust,838
Wisdom Charm,13720
Baal Crystal,9514
Hideous Barb,28133
Regent's Bow,13312
Stormwhisper,8385
Runic Thread,1324
Tamer's Ring,13176
Frosted Shot,11279
Creeping Fog,13167
Devout Worry,9533
Last Contact,10308
Dark Harvest,13160
Silver Flask,3477
Salted Earth,7978
Mana Conduit,13148
Tainted Shot,11291
Jungle Guide,13145
Energy Beads,12181
Magnum Force,12180
Clawing Cold,11308
Dynasty Keys,3277
Gravewatcher,11317
Lover's Luck,11717
Phoenixweave,1048
Picnic Table,827
Ruined Hopes,11328
Sylvan Grace,11331
Liquid Azoth,2976
Fiery Temper,9557
Burning Void,8265
Weeping Rage,9572
Epsilon Hoop,12164
Platinum Ore,1575
Eternal Dusk,4450
Hawk Feather,3150
Old Mandolin,28254
Chilled Fang,804
Touched Coin,3153
Vox's Mascot,11917
Masterstroke,4942
Choking Gasp,11362
Funeral Pyre,11364
Arcane Light,11378
Break Beyond,7872
Peace Broker,8043
Flowing Life,11385
Toothed Bite,9651
Grim Tidings,11386
Hilt Leather,3209
Raging Greed,8653
Fiery Sermon,8340
Silk Threads,1568
Heavy Mortar,8071
Stacked Deck,1534
Hand of Rage,11905
Sea of Doubt,11420
Second Death,8054
Flamewhisper,13085
Siegebreaker,11421
Fiery Beauty,13083
Silver Chain,1171
Cherry Drape,2286
Glacial Rage,4514
Steel Hinges,3749
Dead Silence,11898
Poisonstrike,13062
Timesplitter,7989
Ancient Dust,29161
Steel Blades,2425
From On High,9715
Materia Slag,2969
Baines Heart,3087
Junglestrike,8585
Cardinal Sin,10044
The Receiver,8105
Forgelighter,8289
Calm of Cael,8332
Rythia's Sin,8052
Accursed End,4128
Pure Solvent,1033
Twisted Fate,7991
Living Spear,11460
Faith Finder,10043
Glacial Gaze,11476
Survey Notes,3412
Hand of Fate,11484
Vile Plumage,13048
Marcel's Hat,28187
Fading Light,11485
Wavesplitter,7993
Crimson Claw,3259
Shadowkeeper,8662
Cactus Flesh,29022
Valor's Call,13023
Spiritreaper,11488
Titanic Fury,11887
Soul Essence,1298
Cryptbreaker,11786
Wraithkeeper,11491
Rallying Cry,7899
Atlas Killer,8489
Iron Compass,17006
Garlic Steak,588
Glintstrands,1601
Premium meat,17100
Pyrgo Beacon,3017
Siren's Boots,4411
Strange Spine,28376
Bloody Thirst,8621
Valor's Spear,8615
Wooden Handle,2494
Shadowy Prism,2502
Weapon Design,2506
Sworn Armband,2509
Renewed Faith,8595
Iron Sidering,2516
Hollow Demise,8581
Farmer's Hope,8577
Heir's Domain,8558
Silent Demise,8169
Force of Will,37939
Southern Wind,8542
Slice n' Dice,8540
Grapestompers,25426
Shallow Grave,8535
Rotten Rapier,8532
Vial of Azoth,3418
Piercing Cold,8523
Forever Frost,8507
Foretold Fate,8506
Ancient Tales,8487
Adiana's Fury,8486
Le Foudroyeur,8484
The Dark Maul,8468
Ship's Roster,2993
Cut Carnelian,1130
Residual Hate,8452
Portalsmasher,8451
Gracious Host,8437
Sturdy Ramrod,3416
Flaming Brand,8433
Skeleton Keys,2705
Devil's Honey,3413
Cycle of Life,8424
Bloody Rudder,8418
Battering Ram,8416
Battered Wave,8415
Odd Scrimshaw,2723
Silver Bangle,2731
Untainted Ore,2734
With No Other,8400
Aeternum Salt,2742
Fallen Branch,8395
Alchemist Kit,2768
